"","node","cluster","interactor","description","timepoint"
"1141","HORVU.MOREX.r2.6HG0461610",4,FALSE,"Calreticulin/calnexin","32H"
"1142","HORVU.MOREX.r2.6HG0462060",4,FALSE,"50S ribosomal protein L3",NA
"1143","HORVU.MOREX.r2.6HG0462750",1,FALSE,"Protein arginine N-methyltransferase",NA
"1144","HORVU.MOREX.r2.6HG0463090",3,FALSE,"Protein phosphatase 2c, putative",NA
"1145","HORVU.MOREX.r2.6HG0463250",1,FALSE,"Subtilisin-like protease",NA
"1146","HORVU.MOREX.r2.6HG0463510",4,FALSE,"Galactokinase",NA
"1147","HORVU.MOREX.r2.6HG0463980",4,FALSE,"ATP-dependent RNA helicase",NA
"1148","HORVU.MOREX.r2.6HG0464060",1,FALSE,"Glycosyltransferase",NA
"1149","HORVU.MOREX.r2.6HG0464080",4,FALSE,"26S proteasome non-ATPase regulatory subunit-like protein","32H"
"1150","HORVU.MOREX.r2.6HG0464530",3,FALSE,"Mitogen-activated protein kinase",NA
"1151","HORVU.MOREX.r2.6HG0464580",1,FALSE,"nucleoporin",NA
"1152","HORVU.MOREX.r2.6HG0464630",1,FALSE,"Serrate RNA effector molecule",NA
"1153","HORVU.MOREX.r2.6HG0465250",3,FALSE,"Kelch repeat-containing protein 1",NA
"1154","HORVU.MOREX.r2.6HG0465380",1,FALSE,"Diaminopimelate decarboxylase",NA
"1155","HORVU.MOREX.r2.6HG0465700",2,FALSE,"Aspartate--tRNA ligase",NA
"1156","HORVU.MOREX.r2.6HG0466040",3,FALSE,"COP9 signalosome complex subunit 5",NA
"1157","HORVU.MOREX.r2.6HG0466830",1,FALSE,"Fatty acid oxidation complex subunit alpha","32H"
"1158","HORVU.MOREX.r2.6HG0468110",1,FALSE,"Sugar transporter, putative",NA
"1159","HORVU.MOREX.r2.6HG0469000",1,FALSE,"Polyubiquitin",NA
"1160","HORVU.MOREX.r2.6HG0469030",2,FALSE,"Polyubiquitin protein",NA
"1161","HORVU.MOREX.r2.6HG0470070",1,FALSE,"Tubulin beta chain",NA
"1162","HORVU.MOREX.r2.6HG0470810",3,FALSE,"Sucrose-phosphate synthase",NA
"1163","HORVU.MOREX.r2.6HG0471070",4,FALSE,"Proteasome subunit beta type",NA
"1164","HORVU.MOREX.r2.6HG0471130",3,FALSE,"ATP-dependent chaperone ClpB",NA
"1165","HORVU.MOREX.r2.6HG0471210",3,TRUE,"WRKY transcription factor",NA
"1166","HORVU.MOREX.r2.6HG0471630",2,FALSE,"3-hydroxyisobutyrate dehydrogenase, putative","32H"
"1167","HORVU.MOREX.r2.6HG0472100",1,FALSE,"Flavin-containing monooxygenase",NA
"1168","HORVU.MOREX.r2.6HG0472690",1,FALSE,"Calcium-transporting ATPase",NA
"1169","HORVU.MOREX.r2.6HG0472890",5,FALSE,"Receptor-like protein kinase",NA
"1170","HORVU.MOREX.r2.6HG0473250",5,FALSE,"Protein kinase",NA
"1171","HORVU.MOREX.r2.6HG0474000",1,FALSE,"DNA (Cytosine-5-)-methyltransferase",NA
"1172","HORVU.MOREX.r2.6HG0474240",4,FALSE,"Phosphoglycerate kinase",NA
"1173","HORVU.MOREX.r2.6HG0474380",5,FALSE,"Kinase family protein",NA
"1174","HORVU.MOREX.r2.6HG0474390",4,FALSE,"26S protease regulatory subunit",NA
"1175","HORVU.MOREX.r2.6HG0474400",4,FALSE,"C2 and GRAM domain-containing protein",NA
"1176","HORVU.MOREX.r2.6HG0475350",1,FALSE,"TBCC domain-containing protein 1","32H"
"1177","HORVU.MOREX.r2.6HG0475380",5,FALSE,"Receptor-like protein kinase",NA
"1178","HORVU.MOREX.r2.6HG0475780",3,FALSE,"SWI/SNF complex subunit SWI3B",NA
"1179","HORVU.MOREX.r2.6HG0476250",1,FALSE,"Peroxiredoxin, putative",NA
"1180","HORVU.MOREX.r2.6HG0476630",5,FALSE,"Alpha/beta-Hydrolases superfamily protein",NA
"1181","HORVU.MOREX.r2.6HG0477060",1,FALSE,"Subtilisin-like protease",NA
"1182","HORVU.MOREX.r2.6HG0477260",1,FALSE,"Alcohol dehydrogenase, putative","32H"
"1183","HORVU.MOREX.r2.6HG0478760",4,FALSE,"26S protease regulatory subunit, putative",NA
"1184","HORVU.MOREX.r2.6HG0479200",6,FALSE,"60S ribosomal protein L27",NA
"1185","HORVU.MOREX.r2.6HG0479380",1,FALSE,"Histone deacetylase",NA
"1186","HORVU.MOREX.r2.6HG0479730",3,FALSE,"F-box protein",NA
"1187","HORVU.MOREX.r2.6HG0480040",1,FALSE,"Histone deacetylase",NA
"1188","HORVU.MOREX.r2.6HG0480120",1,FALSE,"Serine/threonine-protein phosphatase","32H"
"1189","HORVU.MOREX.r2.6HG0480450",1,FALSE,"Aminopeptidase",NA
"1190","HORVU.MOREX.r2.6HG0480750",3,FALSE,"Beta-galactosidase",NA
"1191","HORVU.MOREX.r2.6HG0481060",4,FALSE,"ATP synthase subunit beta",NA
"1192","HORVU.MOREX.r2.6HG0481070",1,FALSE,"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B",NA
"1193","HORVU.MOREX.r2.6HG0481830",3,FALSE,"Copine-1",NA
"1194","HORVU.MOREX.r2.6HG0483020",3,FALSE,"Neutral/alkaline invertase","32H"
"1195","HORVU.MOREX.r2.6HG0483250",3,FALSE,"SNARE-interacting protein KEULE",NA
"1196","HORVU.MOREX.r2.6HG0483590",1,FALSE,"Apoptosis inhibitor 5",NA
"1197","HORVU.MOREX.r2.6HG0484190",1,FALSE,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","32H"
"1198","HORVU.MOREX.r2.6HG0484240",6,FALSE,"40S ribosomal protein S24",NA
"1199","HORVU.MOREX.r2.6HG0485120",1,FALSE,"DNA repair family protein",NA
"1200","HORVU.MOREX.r2.6HG0486770",2,FALSE,"Vacuolar protein sorting-associated protein 29","32H"
"1201","HORVU.MOREX.r2.6HG0487260",3,FALSE,"Elongation factor 4",NA
"1202","HORVU.MOREX.r2.6HG0488170",1,FALSE,"Ras-related protein",NA
"1203","HORVU.MOREX.r2.6HG0489240",2,FALSE,"Armadillo repeat-containing protein LFR","32H"
"1204","HORVU.MOREX.r2.6HG0489660",1,FALSE,"Ubiquitin-associated protein",NA
"1205","HORVU.MOREX.r2.6HG0489930",3,FALSE,"Elongation factor Tu",NA
"1206","HORVU.MOREX.r2.6HG0490080",5,FALSE,"Vacuolar protein sorting-associated protein 20",NA
"1207","HORVU.MOREX.r2.6HG0490260",3,FALSE,"Cyclin family protein",NA
"1208","HORVU.MOREX.r2.6HG0490320",4,FALSE,"26S proteasome non-atpase regulatory subunit, putative",NA
"1209","HORVU.MOREX.r2.6HG0490460",3,FALSE,"Cyclin family protein",NA
"1210","HORVU.MOREX.r2.6HG0490630",1,FALSE,"Oxygen-dependent coproporphyrinogen-III oxidase","32H"
"1211","HORVU.MOREX.r2.6HG0490690",3,FALSE,"Glyceraldehyde-3-phosphate dehydrogenase","32H"
"1212","HORVU.MOREX.r2.6HG0491090",1,FALSE,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)",NA
"1213","HORVU.MOREX.r2.6HG0491380",1,FALSE,"RNA-binding protein",NA
"1214","HORVU.MOREX.r2.6HG0491530",1,FALSE,"Luc7-like protein",NA
"1215","HORVU.MOREX.r2.6HG0491710",1,FALSE,"Acetolactate synthase small subunit","32H"
"1216","HORVU.MOREX.r2.6HG0492080",1,FALSE,"Hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyltransferase","32H"
"1217","HORVU.MOREX.r2.6HG0492100",1,FALSE,"GrpE protein homolog",NA
"1218","HORVU.MOREX.r2.6HG0492210",6,FALSE,"30S ribosomal protein S17",NA
"1219","HORVU.MOREX.r2.6HG0493020",6,FALSE,"60S ribosomal protein L27",NA
"1220","HORVU.MOREX.r2.6HG0494310",4,FALSE,"Adenosine kinase-like protein","32H"
"1221","HORVU.MOREX.r2.6HG0494390",1,FALSE,"Phenylalanine ammonia-lyase","32H"
"1222","HORVU.MOREX.r2.6HG0494410",1,FALSE,"Phenylalanine ammonia-lyase",NA
"1223","HORVU.MOREX.r2.6HG0494420",1,FALSE,"Phenylalanine ammonia-lyase","32H"
"1224","HORVU.MOREX.r2.6HG0495370",2,FALSE,"Nitrilase",NA
"1225","HORVU.MOREX.r2.6HG0495380",1,FALSE,"Nitrilase",NA
"1226","HORVU.MOREX.r2.6HG0496300",1,FALSE,"Methyltransferase","32H"
"1227","HORVU.MOREX.r2.6HG0496750",3,FALSE,"Aldehyde dehydrogenase",NA
"1228","HORVU.MOREX.r2.6HG0496790",3,FALSE,"Aldehyde dehydrogenase",NA
"1229","HORVU.MOREX.r2.6HG0497280",1,FALSE,"WRKY transcription factor",NA
"1230","HORVU.MOREX.r2.6HG0498050",3,FALSE,"E3 ubiquitin-protein ligase BRE1-like 1",NA
"1231","HORVU.MOREX.r2.6HG0498130",3,FALSE,"auxin canalization protein (DUF828)",NA
"1232","HORVU.MOREX.r2.6HG0498460",1,FALSE,"Sulfotransferase",NA
"1233","HORVU.MOREX.r2.6HG0498600",5,FALSE,"C2H2-like zinc finger protein",NA
"1234","HORVU.MOREX.r2.6HG0498950",1,FALSE,"BEACH domain-containing protein",NA
"1235","HORVU.MOREX.r2.6HG0499320",2,FALSE,"Aquaporin","32H"
"1236","HORVU.MOREX.r2.6HG0499400",2,FALSE,"Transmembrane protein-like protein","32H"
"1237","HORVU.MOREX.r2.6HG0500350",3,FALSE,"Chaperone DnaJ",NA
"1238","HORVU.MOREX.r2.6HG0500570",3,FALSE,"3,5-epimerase/4-reductase",NA
"1239","HORVU.MOREX.r2.6HG0500860",1,FALSE,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",NA
"1240","HORVU.MOREX.r2.6HG0501040",3,FALSE,"WD-repeat 1","32H"
"1241","HORVU.MOREX.r2.6HG0501260",1,FALSE,"Germin-like protein",NA
"1242","HORVU.MOREX.r2.6HG0501330",1,FALSE,"Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein",NA
"1243","HORVU.MOREX.r2.6HG0501410",1,FALSE,"Calcium-dependent protein kinase",NA
"1244","HORVU.MOREX.r2.6HG0502270",4,FALSE,"C2 and GRAM domain-containing protein",NA
"1245","HORVU.MOREX.r2.6HG0502330",1,FALSE,"Oligopeptide transporter, putative",NA
"1246","HORVU.MOREX.r2.6HG0502340",1,FALSE,"Oligopeptide transporter, putative",NA
"1247","HORVU.MOREX.r2.6HG0502610",1,FALSE,"Phosphoribulokinase",NA
"1248","HORVU.MOREX.r2.6HG0502730",6,FALSE,"50S ribosomal protein L11",NA
"1249","HORVU.MOREX.r2.6HG0503580",3,FALSE,"Ornithine carbamoyltransferase",NA
"1250","HORVU.MOREX.r2.6HG0503590",1,FALSE,"Inorganic pyrophosphatase, putative","32H"
"1251","HORVU.MOREX.r2.6HG0503690",1,FALSE,"Adenine nucleotide alpha hydrolases-like superfamily protein",NA
"1252","HORVU.MOREX.r2.6HG0505010",2,FALSE,"Histone H2A",NA
"1253","HORVU.MOREX.r2.6HG0505060",1,FALSE,"3-hydroxy-3-methylglutaryl coenzyme A reductase",NA
"1254","HORVU.MOREX.r2.6HG0505220",3,FALSE,"Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha","32H"
"1255","HORVU.MOREX.r2.6HG0505470",2,FALSE,"Clustered mitochondria protein homolog",NA
"1256","HORVU.MOREX.r2.6HG0505700",1,FALSE,"ADP,ATP carrier protein, mitochondrial","32H"
"1257","HORVU.MOREX.r2.6HG0505960",3,FALSE,"Dual specificity protein phosphatase, putative",NA
"1258","HORVU.MOREX.r2.6HG0506490",1,FALSE,"Transmembrane 9 superfamily member",NA
"1259","HORVU.MOREX.r2.6HG0506500",1,FALSE,"Transmembrane 9 superfamily member","32H"
"1260","HORVU.MOREX.r2.6HG0506520",1,FALSE,"Potassium channel",NA
"1261","HORVU.MOREX.r2.6HG0506560",3,FALSE,"Ethylene receptor",NA
"1262","HORVU.MOREX.r2.6HG0506610",2,FALSE,"Enhancer of mRNA-decapping protein 4","32H"
"1263","HORVU.MOREX.r2.6HG0506770",3,FALSE,"Nuclear transcription factor Y subunit B",NA
"1264","HORVU.MOREX.r2.6HG0506910",1,FALSE,"Acetolactate synthase","32H"
"1265","HORVU.MOREX.r2.6HG0507460",1,FALSE,"Aldehyde dehydrogenase",NA
"1266","HORVU.MOREX.r2.6HG0507900",5,FALSE,"U-box domain-containing protein",NA
"1267","HORVU.MOREX.r2.6HG0508650",1,FALSE,"Dihydroorotate dehydrogenase (Quinone)",NA
"1268","HORVU.MOREX.r2.6HG0508760",1,FALSE,"Annexin","32H"
"1269","HORVU.MOREX.r2.6HG0510040",3,FALSE,"TCP transcription factor",NA
"1270","HORVU.MOREX.r2.6HG0510420",1,FALSE,"5-oxoprolinase",NA
"1271","HORVU.MOREX.r2.6HG0510620",3,FALSE,"Peroxidase",NA
"1272","HORVU.MOREX.r2.6HG0510940",1,FALSE,"Glycine cleavage system h protein, putative",NA
"1273","HORVU.MOREX.r2.6HG0511220",1,FALSE,"Peptidyl-prolyl cis-trans isomerase",NA
"1274","HORVU.MOREX.r2.6HG0511490",3,FALSE,"Transport inhibitor response 1-like protein","32H"
"1275","HORVU.MOREX.r2.6HG0512020",3,FALSE,"Glutamyl-tRNA(Gln) amidotransferase subunit A",NA
"1276","HORVU.MOREX.r2.6HG0512490",2,FALSE,"Phenylalanine--tRNA ligase alpha subunit",NA
"1277","HORVU.MOREX.r2.6HG0512680",1,FALSE,"Thioredoxin",NA
"1278","HORVU.MOREX.r2.6HG0512750",1,FALSE,"Cyclic nucleotide gated channel",NA
"1279","HORVU.MOREX.r2.6HG0512760",1,FALSE,"1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase",NA
"1280","HORVU.MOREX.r2.6HG0512770",1,FALSE,"Universal stress protein family protein",NA
"1281","HORVU.MOREX.r2.6HG0513500",2,FALSE,"WAT1-related protein",NA
"1282","HORVU.MOREX.r2.6HG0513540",2,FALSE,"WAT1-related protein",NA
"1283","HORVU.MOREX.r2.6HG0513560",2,FALSE,"WAT1-related protein",NA
"1284","HORVU.MOREX.r2.6HG0513870",1,FALSE,"Lipase",NA
"1285","HORVU.MOREX.r2.6HG0514060",1,FALSE,"Nitrite reductase",NA
"1286","HORVU.MOREX.r2.6HG0514200",1,FALSE,"Allene oxide cyclase","32H"
"1287","HORVU.MOREX.r2.6HG0514370",3,FALSE,"Growth-regulating factor",NA
"1288","HORVU.MOREX.r2.6HG0514480",1,FALSE,"Isoleucine--tRNA ligase",NA
"1289","HORVU.MOREX.r2.6HG0514790",1,FALSE,"DNA (Cytosine-5-)-methyltransferase",NA
"1290","HORVU.MOREX.r2.6HG0515070",1,FALSE,"10 kDa chaperonin",NA
"1291","HORVU.MOREX.r2.6HG0515510",1,FALSE,"70 kDa heat shock protein",NA
"1292","HORVU.MOREX.r2.6HG0515910",4,FALSE,"26S protease regulatory subunit","32H"
"1293","HORVU.MOREX.r2.6HG0516180",3,FALSE,"Protein kinase",NA
"1294","HORVU.MOREX.r2.6HG0516400",3,FALSE,"Glutamate receptor",NA
"1295","HORVU.MOREX.r2.6HG0516450",3,FALSE,"Glutamate receptor",NA
"1296","HORVU.MOREX.r2.6HG0516470",2,FALSE,"Eukaryotic translation initiation factor 3 subunit G",NA
"1297","HORVU.MOREX.r2.6HG0517950",2,FALSE,"Elongation factor 1-alpha",NA
"1298","HORVU.MOREX.r2.6HG0518380",1,FALSE,"Plasma membrane ATPase",NA
"1299","HORVU.MOREX.r2.6HG0518400",1,FALSE,"Aspartate aminotransferase",NA
"1300","HORVU.MOREX.r2.6HG0519560",1,FALSE,"Alcohol dehydrogenase, putative",NA
"1301","HORVU.MOREX.r2.6HG0520000",4,FALSE,"26S protease regulatory subunit-like protein",NA
"1302","HORVU.MOREX.r2.6HG0520230",3,FALSE,"Chaperone protein dnaJ",NA
"1303","HORVU.MOREX.r2.6HG0520300",1,FALSE,"AP-1 complex subunit gamma-2",NA
"1304","HORVU.MOREX.r2.6HG0520370",1,FALSE,"Proliferating cell nuclear antigen",NA
"1305","HORVU.MOREX.r2.6HG0520780",1,FALSE,"Clathrin interactor EPSIN-like protein","32H"
"1306","HORVU.MOREX.r2.6HG0521380",1,FALSE,"U-box domain-containing family protein",NA
"1307","HORVU.MOREX.r2.6HG0521570",1,FALSE,"U-box domain-containing family protein",NA
"1308","HORVU.MOREX.r2.6HG0522010",1,FALSE,"Alcohol dehydrogenase",NA
"1309","HORVU.MOREX.r2.6HG0522550",1,FALSE,"Acetyl-coenzyme A synthetase",NA
"1310","HORVU.MOREX.r2.6HG0522870",1,FALSE,"Potassium channel beta subunit",NA
"1311","HORVU.MOREX.r2.6HG0523490",4,FALSE,"T-complex protein 1 subunit zeta",NA
"1312","HORVU.MOREX.r2.6HG0523600",2,FALSE,"rRNA 2'-O-methyltransferase fibrillarin 2",NA
"1313","HORVU.MOREX.r2.6HG0524000",3,FALSE,"Histone H2A",NA
"1314","HORVU.MOREX.r2.6HG0524260",1,FALSE,"Subtilisin-like protease",NA
"1315","HORVU.MOREX.r2.6HG0524330",3,FALSE,"Remorin",NA
"1316","HORVU.MOREX.r2.6HG0526130",1,FALSE,"Mitochondrial intermediate peptidase",NA
"1317","HORVU.MOREX.r2.6HG0526520",1,FALSE,"Calcium-dependent protein kinase",NA
"1318","HORVU.MOREX.r2.6HG0526770",2,FALSE,"Syntaxin",NA
"1319","HORVU.MOREX.r2.7HG0527130",1,FALSE,"RING/U-box superfamily protein",NA
"1320","HORVU.MOREX.r2.7HG0527390",1,FALSE,"Acyl-coenzyme A oxidase","32H"
"1321","HORVU.MOREX.r2.7HG0528960",6,FALSE,"50S ribosomal protein L6",NA
"1322","HORVU.MOREX.r2.7HG0530440",6,FALSE,"30S ribosomal protein S13",NA
"1323","HORVU.MOREX.r2.7HG0531000",1,FALSE,"6-phosphogluconate dehydrogenase, decarboxylating","32H"
"1324","HORVU.MOREX.r2.7HG0531720",3,FALSE,"Argonaute",NA
"1325","HORVU.MOREX.r2.7HG0531800",1,FALSE,"Sucrose synthase",NA
"1326","HORVU.MOREX.r2.7HG0531890",1,FALSE,"Flavonoid 3'-hydroxylase",NA
"1327","HORVU.MOREX.r2.7HG0532120",1,FALSE,"Cytochrome P450",NA
"1328","HORVU.MOREX.r2.7HG0532270",1,FALSE,"Phosphoglucan, water dikinase",NA
"1329","HORVU.MOREX.r2.7HG0532570",1,FALSE,"Superoxide dismutase",NA
"1330","HORVU.MOREX.r2.7HG0532700",2,FALSE,"Syntaxin","32H"
"1331","HORVU.MOREX.r2.7HG0532760",3,FALSE,"Guanine nucleotide-binding protein subunit alpha-like protein",NA
"1332","HORVU.MOREX.r2.7HG0532800",5,FALSE,"DAG protein, chloroplastic",NA
"1333","HORVU.MOREX.r2.7HG0534930",1,FALSE,"Sulfite exporter TauE/SafE family protein, putative",NA
"1334","HORVU.MOREX.r2.7HG0535720",4,FALSE,"1-deoxy-D-xylulose-5-phosphate synthase, Transketolase",NA
"1335","HORVU.MOREX.r2.7HG0535840",6,FALSE,"30S ribosomal protein S10",NA
"1336","HORVU.MOREX.r2.7HG0536440",2,FALSE,"Eukaryotic translation initiation factor 3 subunit A",NA
"1337","HORVU.MOREX.r2.7HG0537070",3,FALSE,"Enolase","32H"
"1338","HORVU.MOREX.r2.7HG0537350",3,FALSE,"GDP-mannose 4,6-dehydratase",NA
"1339","HORVU.MOREX.r2.7HG0537870",4,FALSE,"Proteasome subunit beta type",NA
"1340","HORVU.MOREX.r2.7HG0538280",1,FALSE,"Cytochrome P450",NA
"1341","HORVU.MOREX.r2.7HG0538410",1,FALSE,"UDP-glycosyltransferase",NA
"1342","HORVU.MOREX.r2.7HG0538510",2,FALSE,"WAT1-related protein",NA
"1343","HORVU.MOREX.r2.7HG0540180",2,FALSE,"3'(2'),5'-bisphosphate nucleotidase 1",NA
"1344","HORVU.MOREX.r2.7HG0540760",1,FALSE,"ATP-dependent 6-phosphofructokinase",NA
"1345","HORVU.MOREX.r2.7HG0540790",1,FALSE,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",NA
"1346","HORVU.MOREX.r2.7HG0541070",4,FALSE,"Proteasome subunit beta type","32H"
"1347","HORVU.MOREX.r2.7HG0541250",5,FALSE,"Photosynthetic NDH subcomplex B 3",NA
"1348","HORVU.MOREX.r2.7HG0541760",3,FALSE,"Mitogen-activated protein kinase",NA
"1349","HORVU.MOREX.r2.7HG0541840",3,FALSE,"Agamous MADS-box transcription factor",NA
"1350","HORVU.MOREX.r2.7HG0542470",3,FALSE,"O-acyltransferase WSD1",NA
"1351","HORVU.MOREX.r2.7HG0542800",1,FALSE,"Subtilisin-like protease","32H"
"1352","HORVU.MOREX.r2.7HG0542820",1,FALSE,"Subtilisin-like protease","32H"
"1353","HORVU.MOREX.r2.7HG0542830",1,FALSE,"Subtilisin-like protease",NA
"1354","HORVU.MOREX.r2.7HG0543180",1,FALSE,"Starch synthase, chloroplastic/amyloplastic",NA
"1355","HORVU.MOREX.r2.7HG0543330",1,FALSE,"TOM1-like protein 2",NA
"1356","HORVU.MOREX.r2.7HG0544410",2,FALSE,"Pre-mRNA-processing-splicing factor 8",NA
"1357","HORVU.MOREX.r2.7HG0544420",1,FALSE,"AP-1 complex subunit gamma-2",NA
"1358","HORVU.MOREX.r2.7HG0544550",4,FALSE,"Proteasome subunit alpha type","32H"
"1359","HORVU.MOREX.r2.7HG0544570",3,FALSE,"MYB transcription factor",NA
"1360","HORVU.MOREX.r2.7HG0544690",2,FALSE,"Zinc finger CCCH domain protein",NA
"1361","HORVU.MOREX.r2.7HG0544720",1,FALSE,"Flavin-containing monooxygenase",NA
"1362","HORVU.MOREX.r2.7HG0545050",6,FALSE,"30S ribosomal protein S10",NA
"1363","HORVU.MOREX.r2.7HG0545250",2,FALSE,"Vesicle-associated membrane protein","32H"
"1364","HORVU.MOREX.r2.7HG0545260",1,FALSE,"Cytochrome P450",NA
"1365","HORVU.MOREX.r2.7HG0545610",1,FALSE,"Hexosyltransferase",NA
"1366","HORVU.MOREX.r2.7HG0546040",3,FALSE,"Aberrant root formation protein 4",NA
"1367","HORVU.MOREX.r2.7HG0547730",3,FALSE,"Glutamate receptor",NA
"1368","HORVU.MOREX.r2.7HG0547990",3,FALSE,"Protein kinase",NA
"1369","HORVU.MOREX.r2.7HG0548070",2,FALSE,"UDP-glycosyltransferase",NA
"1370","HORVU.MOREX.r2.7HG0548300",1,FALSE,"Amino acid transporter, putative",NA
"1371","HORVU.MOREX.r2.7HG0548840",1,FALSE,"Sucrose synthase","32H"
"1372","HORVU.MOREX.r2.7HG0549250",3,FALSE,"Auxin response factor",NA
"1373","HORVU.MOREX.r2.7HG0549280",1,FALSE,"10 kDa chaperonin",NA
"1374","HORVU.MOREX.r2.7HG0549490",4,FALSE,"T-complex protein 1 subunit delta",NA
"1375","HORVU.MOREX.r2.7HG0550010",1,FALSE,"Hydroxyproline-rich glycoprotein-like","32H"
"1376","HORVU.MOREX.r2.7HG0550540",1,FALSE,"Lipase",NA
"1377","HORVU.MOREX.r2.7HG0550590",2,FALSE,"Glycosyltransferase",NA
"1378","HORVU.MOREX.r2.7HG0551130",1,FALSE,"Peptidyl-prolyl cis-trans isomerase",NA
"1379","HORVU.MOREX.r2.7HG0551730",3,FALSE,"Germin-like protein",NA
"1380","HORVU.MOREX.r2.7HG0551940",1,FALSE,"Annexin",NA
"1381","HORVU.MOREX.r2.7HG0551980",2,FALSE,"DNA-directed RNA polymerase subunit",NA
"1382","HORVU.MOREX.r2.7HG0552220",1,FALSE,"U-box domain-containing protein",NA
"1383","HORVU.MOREX.r2.7HG0552760",3,FALSE,"TCP transcription factor",NA
"1384","HORVU.MOREX.r2.7HG0553180",1,FALSE,"Progesterone 5-beta-reductase",NA
"1385","HORVU.MOREX.r2.7HG0554710",2,FALSE,"ATP-dependent RNA helicase",NA
"1386","HORVU.MOREX.r2.7HG0554840",2,FALSE,"Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta","32H"
"1387","HORVU.MOREX.r2.7HG0555440",1,FALSE,"Cytochrome P450",NA
"1388","HORVU.MOREX.r2.7HG0556150",1,FALSE,"Fructose-bisphosphate aldolase","32H"
"1389","HORVU.MOREX.r2.7HG0556350",4,FALSE,"Uv excision repair protein rad23, putative",NA
"1390","HORVU.MOREX.r2.7HG0557100",1,FALSE,"ADP,ATP carrier protein, mitochondrial",NA
"1391","HORVU.MOREX.r2.7HG0557120",1,FALSE,"Aldehyde dehydrogenase",NA
"1392","HORVU.MOREX.r2.7HG0558580",6,FALSE,"50S ribosomal protein L6",NA
"1393","HORVU.MOREX.r2.7HG0558720",4,FALSE,"T-complex protein 1 subunit alpha","32H"
"1394","HORVU.MOREX.r2.7HG0558950",4,FALSE,"C2 and GRAM domain-containing protein",NA
"1395","HORVU.MOREX.r2.7HG0559690",1,FALSE,"Proteasome activator subunit 4-like","32H"
"1396","HORVU.MOREX.r2.7HG0559890",3,FALSE,"Dual specificity protein phosphatase, putative",NA
"1397","HORVU.MOREX.r2.7HG0560460",1,FALSE,"UPF0061 protein",NA
"1398","HORVU.MOREX.r2.7HG0560740",3,FALSE,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein",NA
"1399","HORVU.MOREX.r2.7HG0561040",1,FALSE,"AT hook motif DNA-binding family protein",NA
"1400","HORVU.MOREX.r2.7HG0561100",2,FALSE,"Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha","32H"
"1401","HORVU.MOREX.r2.7HG0561290",1,FALSE,"Serine/threonine-protein kinase",NA
"1402","HORVU.MOREX.r2.7HG0561660",1,FALSE,"formate dehydrogenase",NA
"1403","HORVU.MOREX.r2.7HG0562200",2,FALSE,"Eukaryotic translation initiation factor 3 subunit F","32H"
"1404","HORVU.MOREX.r2.7HG0562490",1,FALSE,"Transmembrane 9 superfamily member",NA
"1405","HORVU.MOREX.r2.7HG0562980",1,FALSE,"Alpha-glucan water dikinase","32H"
"1406","HORVU.MOREX.r2.7HG0563540",3,FALSE,"Alanine:glyoxylate aminotransferase","32H"
"1407","HORVU.MOREX.r2.7HG0564870",1,FALSE,"Succinyl-diaminopimelate desuccinylase","32H"
"1408","HORVU.MOREX.r2.7HG0565030",1,FALSE,"3-hydroxy-3-methylglutaryl coenzyme A reductase",NA
"1409","HORVU.MOREX.r2.7HG0565500",3,FALSE,"plant/protein (Protein of unknown function, DUF599)",NA
"1410","HORVU.MOREX.r2.7HG0566020",2,FALSE,"Pumilio-like protein",NA
"1411","HORVU.MOREX.r2.7HG0566270",1,FALSE,"Pyridoxamine 5'-phosphate oxidase-related, FMN-binding",NA
"1412","HORVU.MOREX.r2.7HG0566300",1,FALSE,"Serrate RNA effector molecule",NA
"1413","HORVU.MOREX.r2.7HG0566310",1,FALSE,"Calcium-transporting ATPase",NA
"1414","HORVU.MOREX.r2.7HG0567230",6,FALSE,"60S ribosomal protein L32",NA
"1415","HORVU.MOREX.r2.7HG0567610",2,FALSE,"Uridine kinase","32H"
"1416","HORVU.MOREX.r2.7HG0567650",6,FALSE,"50S ribosomal protein L22",NA
"1417","HORVU.MOREX.r2.7HG0567710",3,FALSE,"Nitrate reductase",NA
"1418","HORVU.MOREX.r2.7HG0567870",1,FALSE,"Glutamate-1-semialdehyde 2,1-aminomutase",NA
"1419","HORVU.MOREX.r2.7HG0567930",1,FALSE,"Nuclear transport factor 2","32H"
"1420","HORVU.MOREX.r2.7HG0568170",6,FALSE,"60S ribosomal protein L7a",NA
"1421","HORVU.MOREX.r2.7HG0568980",1,FALSE,"Receptor protein kinase, putative","32H"
