,node,degree,betweenness,closeness,eigcent,bdc,diffslc_09,description,MLA_group
194,HORVU.MOREX.r2.1HG0021270,3,0,8.76E-07,0.000177691,2.574668288,0.257626751,mRNA cap guanine-N7 methyltransferase,HvInt
195,HORVU.MOREX.r2.1HG0021280,45,0,8.78E-07,0.001320064,9.752073553,0.976395413,Phosphate translocator,HvInt
196,HORVU.MOREX.r2.1HG0021300,11,10,8.77E-07,0.003207653,2.748018455,0.277688734,Phospholipase D,HvInt
197,HORVU.MOREX.r2.1HG0021340,5,0,8.77E-07,1.18E-05,1.213390678,0.121349717,Embryo-specific 3,HvInt
198,HORVU.MOREX.r2.1HG0021380,4,0,8.78E-07,0.002887488,0.922124031,0.094811142,Alba DNA/RNA-binding protein,MLA
199,HORVU.MOREX.r2.1HG0021470,37,0,8.78E-07,0.001286443,3.338064223,0.334964221,RING/U-box superfamily protein,HvInt
200,HORVU.MOREX.r2.1HG0021500,3,0,8.75E-07,0.000425815,2.800134708,0.280396705,Serine/threonine protein phosphatase 2A regulatory subunit B,HvInt
201,HORVU.MOREX.r2.1HG0021520,1,0,8.77E-07,6.34E-05,0.824731528,0.082530184,Phototropic-responsive NPH3 family protein,MLA
202,HORVU.MOREX.r2.1HG0021830,11,21078,8.77E-07,6.49E-05,4.040878768,0.404146311,SH3/FCH domain protein,HvInt
203,HORVU.MOREX.r2.1HG0022140,1,0,8.76E-07,0.001056151,0.868550589,0.087805595,Copper ion binding protein,HvInt
204,HORVU.MOREX.r2.1HG0022310,10,0,8.77E-07,0.008601843,4.019294256,0.409671084,70 kDa heat shock protein,MLA
205,HORVU.MOREX.r2.1HG0022960,10,0,8.77E-07,0.008821494,4.036782846,0.411617629,70 kDa heat shock protein,MLA
206,HORVU.MOREX.r2.1HG0023040,2,7027,8.77E-07,2.02E-08,0.801859441,0.080185962,Cation/H(+) antiporter,HvInt
207,HORVU.MOREX.r2.1HG0023120,1,0,8.75E-07,4.69E-07,0.868695945,0.086870017,Ubiquitin conjugating enzyme E2,HvInt
208,HORVU.MOREX.r2.1HG0023130,38,34816,8.78E-07,0.001438256,8.654762151,0.866770645,FACT complex subunit SSRP1,HvInt
209,HORVU.MOREX.r2.1HG0023190,10,17421.06883,8.78E-07,1.32E-05,3.179967022,0.318008588,WRKY transcription factor,MLA
210,HORVU.MOREX.r2.1HG0023430,6,0,8.77E-07,0.009479367,2.199444227,0.228475853,Malic enzyme,MLA
211,HORVU.MOREX.r2.1HG0023530,56,43233.08875,8.78E-07,0.00066449,19.62097698,1.962695739,Auxin-responsive protein,MLA
212,HORVU.MOREX.r2.1HG0023540,53,0,8.78E-07,0.037985857,40.59115534,4.093302805,Proteasome subunit beta type,MLA
213,HORVU.MOREX.r2.1HG0023550,4,0,8.77E-07,0.004813454,2.347768766,0.239108985,Phosphotransferase,HvInt
214,HORVU.MOREX.r2.1HG0023650,54,6972,8.78E-07,0.004290487,15.85126544,1.588987983,Derlin,HvInt
215,HORVU.MOREX.r2.1HG0023660,1,0,8.77E-07,3.40E-07,0.838736656,0.083873972,Leucine-rich repeat protein kinase family protein,HvInt
216,HORVU.MOREX.r2.1HG0023690,11,7025.005435,8.78E-07,0.000287785,1.920138709,0.192272877,tRNA N6-adenosine threonylcarbamoyltransferase,MLA
217,HORVU.MOREX.r2.1HG0023790,85,69941,8.78E-07,0.010077729,31.18706639,3.127776595,PRA1 family protein,HvInt
218,HORVU.MOREX.r2.1HG0024040,11,0,8.77E-07,0.000879969,7.178742828,0.718666255,Mitochondrial carrier family,HvInt
219,HORVU.MOREX.r2.1HG0024100,87,970.9791582,8.78E-07,0.706613792,68.65369242,7.501321654,50S ribosomal protein L5,MLA
220,HORVU.MOREX.r2.1HG0024150,1,0,8.77E-07,4.01E-05,0.856588714,0.085694967,Calmodulin binding protein,HvInt
221,HORVU.MOREX.r2.1HG0024540,186,11703.59706,8.78E-07,0.001211965,30.42245296,3.043336064,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,HvInt
222,HORVU.MOREX.r2.1HG0024570,44,7843.788912,8.78E-07,0.003099469,17.64570551,1.767360074,Agamous MADS-box transcription factor,MLA
223,HORVU.MOREX.r2.1HG0025000,12,7027,8.78E-07,0.000967963,5.008575183,0.501728685,DNA helicase,HvInt
224,HORVU.MOREX.r2.1HG0025060,1,0,1.94E-08,0,0.873014975,0.087301497,Calmodulin,HvInt
225,HORVU.MOREX.r2.1HG0025130,9,0,8.77E-07,0.012898737,3.038365607,0.315445424,40S ribosomal protein S7,MLA
226,HORVU.MOREX.r2.1HG0025160,12,0,8.78E-07,5.65E-05,6.523655886,0.652416408,Bidirectional sugar transporter SWEET,HvInt
227,HORVU.MOREX.r2.1HG0025340,3,0,8.77E-07,0.003777904,0.95188707,0.098588821,Rad3-related DNA helicase family protein,MLA
228,HORVU.MOREX.r2.1HG0025370,27,0,8.77E-07,0.005354677,6.15384016,0.620203225,Receptor-like kinase,MLA
229,HORVU.MOREX.r2.1HG0025520,60,8269.246044,8.78E-07,0.000939565,8.681859817,0.869031591,ABC transporter G family member,HvInt
230,HORVU.MOREX.r2.1HG0025600,18,0,8.78E-07,0.007117974,4.895256045,0.495931781,Abscisic acid receptor,MLA
231,HORVU.MOREX.r2.1HG0025620,5,0,8.77E-07,9.39E-05,1.126648875,0.112749408,Zinc finger protein-like 1-like protein,HvInt
232,HORVU.MOREX.r2.1HG0025750,23,0,8.77E-07,0.006115101,7.343666341,0.739870225,RNA-binding family protein,MLA
233,HORVU.MOREX.r2.1HG0025820,3,0,8.76E-07,0.000117116,1.576118947,0.157717299,Lysine-specific demethylase,HvInt
234,HORVU.MOREX.r2.1HG0025880,33,7027,8.78E-07,0.004603525,11.26425383,1.130568556,Chaperone DnaK,HvInt
235,HORVU.MOREX.r2.1HG0025970,8,0,8.78E-07,5.04E-05,3.113035165,0.311348908,INO80 complex subunit D,HvInt
236,HORVU.MOREX.r2.1HG0026060,5,14053,8.75E-07,0.000376626,3.513236302,0.351662593,DNA mismatch repair protein mutS,HvInt
237,HORVU.MOREX.r2.1HG0026120,12,0,8.78E-07,0.01377388,4.178261103,0.430222603,Ferrochelatase,MLA
238,HORVU.MOREX.r2.1HG0026330,1,0,8.77E-07,0,0.800929721,0.080092972,Protein kinase,HvInt
239,HORVU.MOREX.r2.1HG0026490,10,0,8.77E-07,0.00916332,3.372743236,0.345521312,ATP synthase gamma chain,HvInt
240,HORVU.MOREX.r2.1HG0026570,10,2130.690971,8.78E-07,1.91E-06,2.729297205,0.272931441,Yellow stripe-like transporter 12,HvInt
241,HORVU.MOREX.r2.1HG0026750,142,16730.07887,8.78E-07,0.829451227,89.80897301,9.727403406,40S ribosomal protein S3a,MLA
242,HORVU.MOREX.r2.1HG0026840,3,0,8.77E-07,0.004938849,1.005432357,0.1049882,Phospholipid-transporting ATPase,MLA
243,HORVU.MOREX.r2.1HG0026900,1,0,1.94E-08,0,0.963977107,0.096397711,Lactoylglutathione lyase,HvInt
244,HORVU.MOREX.r2.1HG0027000,6,0,8.78E-07,0.000181309,1.909948751,0.191158053,Zinc finger A20 and AN1 domain stress-associated protein,HvInt
245,HORVU.MOREX.r2.1HG0027030,7,0,8.77E-07,0.006090289,2.603957817,0.265877042,LIM domain and RING finger protein,MLA
246,HORVU.MOREX.r2.1HG0027180,12,5,8.77E-07,5.79E-05,6.52006668,0.652058803,Vacuolar protein sorting-associated protein 20,MLA
247,HORVU.MOREX.r2.1HG0027190,24,7027,8.78E-07,0.000728637,4.688350294,0.469490803,E3 ubiquitin-protein ligase,HvInt
248,HORVU.MOREX.r2.1HG0027350,5,0,8.75E-07,0.000144931,4.342602043,0.434390642,ER membrane protein complex subunit 1,HvInt
249,HORVU.MOREX.r2.1HG0027480,1,0,8.77E-07,6.28E-07,0.829131879,0.082913753,"Ras-related protein, expressed",HvInt
250,HORVU.MOREX.r2.1HG0027540,12,0,8.78E-07,0.000261765,1.775940909,0.177829679,RING finger protein,HvInt
251,HORVU.MOREX.r2.1HG0027750,139,420614.8399,8.78E-07,0.033385872,28.17190232,2.847237517,Histone acetyltransferase GCN5,MLA
252,HORVU.MOREX.r2.1HG0028170,5,0,8.77E-07,0.002313278,1.880143753,0.190096326,"Ras-related protein, expressed",HvInt
253,HORVU.MOREX.r2.1HG0028340,6,20158,8.77E-07,0.001037223,2.238658198,0.224799321,Transcription initiation factor IIA subunit 1,HvInt
254,HORVU.MOREX.r2.1HG0028440,3,0,8.77E-07,1.26E-05,2.362159721,0.236227346,Tobamovirus multiplication protein 2A,HvInt
255,HORVU.MOREX.r2.1HG0028770,6,7027,8.77E-07,4.24E-05,1.841732471,0.184211415,Carbon catabolite repressor 4-like protein,HvInt
256,HORVU.MOREX.r2.1HG0028780,1,0,8.75E-07,1.00E-05,0.892558734,0.089264882,Kinase family protein,HvInt
257,HORVU.MOREX.r2.1HG0028810,45,35115,8.78E-07,0.010719784,14.8819964,1.497847445,Methylthioribose-1-phosphate isomerase,MLA
258,HORVU.MOREX.r2.1HG0029020,42,25053.49683,8.78E-07,0.013262392,9.088943778,0.920830531,Ribulose bisphosphate carboxylase small chain,MLA
259,HORVU.MOREX.r2.1HG0029250,8,796.0714808,8.78E-07,3.06E-05,1.414638144,0.141491376,"Cationic amino acid transporter, putative",HvInt
260,HORVU.MOREX.r2.1HG0029360,5,0,8.77E-07,4.59E-05,1.486754364,0.148716777,"Starch synthase, chloroplastic/amyloplastic",HvInt
261,HORVU.MOREX.r2.1HG0029530,8,0,8.78E-07,5.51E-05,2.832642035,0.283313768,GDSL esterase/lipase,HvInt
262,HORVU.MOREX.r2.1HG0029600,16,0,8.78E-07,0.001263772,4.6266133,0.463798725,"DNA polymerase epsilon, catalytic subunit, putative",HvInt
263,HORVU.MOREX.r2.1HG0030230,3,7027,8.75E-07,6.08E-06,1.703431298,0.170348598,"Translin family protein, expressed",HvInt
264,HORVU.MOREX.r2.1HG0030330,1,0,8.76E-07,8.24E-05,0.893552827,0.089429438,RING finger protein,HvInt
265,HORVU.MOREX.r2.1HG0030460,3,0,8.78E-07,0.003276617,0.937524302,0.096701386,Ubiquitin-conjugating enzyme E2,MLA
266,HORVU.MOREX.r2.1HG0030900,24,0,8.77E-07,0.06264021,9.755960321,1.031972221,Midasin,HvInt
267,HORVU.MOREX.r2.1HG0030920,11,0,8.77E-07,0.004584749,3.53888982,0.358015256,Polyadenylate-binding protein,HvInt
268,HORVU.MOREX.r2.1HG0030950,1,0,8.77E-07,0.001245236,0.86144331,0.087265043,Inosine triphosphate pyrophosphatase,HvInt
269,HORVU.MOREX.r2.1HG0031000,0,0,1.94E-08,8.02E-05,0,7.22E-05,3-ketoacyl-CoA thiolase,HvInt
270,HORVU.MOREX.r2.1HG0031470,6,1,8.75E-07,3.33E-05,4.734672173,0.47349716,Pentatricopeptide repeat-containing protein,HvInt
271,HORVU.MOREX.r2.1HG0031510,56,0,8.78E-07,0.018973836,32.02064878,3.21914133,60 kDa chaperonin,MLA
272,HORVU.MOREX.r2.1HG0031540,3,0,8.76E-07,0.007737428,1.115625046,0.11852619,Cysteine--tRNA ligase,MLA
273,HORVU.MOREX.r2.1HG0031730,2,0,8.75E-07,2.25E-05,1.037059424,0.103726193,Riboflavin kinase,HvInt
274,HORVU.MOREX.r2.1HG0031760,116,7121.123883,8.78E-07,0.775741361,83.1384555,9.012012774,60S ribosomal protein L21,MLA
275,HORVU.MOREX.r2.1HG0031900,36,0,8.78E-07,0.015845464,16.52918871,1.667179789,WD40 repeat-like protein,HvInt
276,HORVU.MOREX.r2.1HG0032070,4,0,8.76E-07,5.21E-05,1.706036603,0.170650549,Peroxisome biogenesis protein 12,HvInt
277,HORVU.MOREX.r2.1HG0032080,3,0,8.75E-07,0.000184261,1.234647067,0.123630541,Eukaryotic translation initiation factor 4E,HvInt
278,HORVU.MOREX.r2.1HG0032090,5,0,8.77E-07,0.000110143,4.619835192,0.462082648,Cellulose synthase,HvInt
279,HORVU.MOREX.r2.1HG0032340,3,0,8.76E-07,0.000195816,1.598282524,0.160004487,Esterase/lipase/thioesterase-like protein,HvInt
280,HORVU.MOREX.r2.1HG0032450,10,0,8.77E-07,9.00E-05,8.468182882,0.846899291,Fatty acid hydroxylase superfamily,HvInt
281,HORVU.MOREX.r2.1HG0032460,10,0,8.77E-07,0.000116332,8.442897977,0.844394496,Fatty acid hydroxylase superfamily protein,HvInt
282,HORVU.MOREX.r2.1HG0032840,9,0,8.78E-07,0.005776438,3.849445377,0.390143332,UDP-glucose:glycoprotein glucosyltransferase,MLA
283,HORVU.MOREX.r2.1HG0032940,10,18,8.76E-07,0.000500155,3.07740288,0.308190427,Phosphoribosylformylglycinamidine synthase family protein,HvInt
284,HORVU.MOREX.r2.1HG0032950,22,0,8.78E-07,0.000193049,6.496238891,0.649797633,Long-chain-alcohol oxidase,HvInt
285,HORVU.MOREX.r2.1HG0033010,22,0,8.78E-07,0.000242748,6.762318302,0.676450304,Long-chain-alcohol oxidase,HvInt
286,HORVU.MOREX.r2.1HG0033160,5,0,8.77E-07,5.77E-05,1.351396043,0.13519155,Kinase family protein,HvInt
287,HORVU.MOREX.r2.1HG0033180,22,14032,8.78E-07,0.000185339,4.827423129,0.482909118,Vacuolar protein sorting-associated protein 2-like protein 2,HvInt
288,HORVU.MOREX.r2.1HG0033270,21,7027,8.77E-07,0.000425471,4.337474964,0.43413042,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha,HvInt
289,HORVU.MOREX.r2.1HG0033460,9,0,8.78E-07,0.003845778,1.551952637,0.158656464,Transportin-3,MLA
290,HORVU.MOREX.r2.1HG0033520,2,3297.666667,8.78E-07,1.27E-07,0.801859441,0.080186059,LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein (DUF640),HvInt
291,HORVU.MOREX.r2.1HG0033530,16,0,8.77E-07,0.006163264,4.390097776,0.444556715,Malate dehydrogenase,MLA
292,HORVU.MOREX.r2.1HG0033790,2,0,8.75E-07,0.000536009,1.857892016,0.18627161,"Pentatricopeptide repeat-containing protein, putative",HvInt
293,HORVU.MOREX.r2.1HG0033820,77,934.3881962,8.78E-07,0.001206525,28.53090525,2.854176397,Transporter-related family protein,HvInt
294,HORVU.MOREX.r2.1HG0033960,7,0,8.77E-07,4.15E-05,2.14466153,0.214503477,Double stranded RNA binding protein 3,HvInt
295,HORVU.MOREX.r2.1HG0034100,2,0.028571429,8.78E-07,6.20E-10,0.801859441,0.080185945,RING/FYVE/PHD zinc finger superfamily protein,HvInt
296,HORVU.MOREX.r2.1HG0034150,16,8,8.76E-07,0.00017323,9.854516421,0.985607549,"28S ribosomal protein S29, mitochondrial",HvInt
297,HORVU.MOREX.r2.1HG0034210,21,0,8.78E-07,0.010460207,8.248543795,0.834268566,Coatomer subunit gamma,HvInt
298,HORVU.MOREX.r2.1HG0034220,11,0,8.78E-07,9.43E-05,3.25670572,0.325755473,"Xaa-pro aminopeptidase, putative",HvInt
299,HORVU.MOREX.r2.1HG0034280,14,42658.48874,8.78E-07,4.15E-06,0.927301802,0.092733916,Flotillin-1,HvInt
300,HORVU.MOREX.r2.1HG0034290,66,0,8.78E-07,0.2938235,28.02357614,3.066798764,"40S ribosomal protein S17, putative, expressed",HvInt
301,HORVU.MOREX.r2.1HG0034330,1,0,8.75E-07,1.20E-05,0.857677033,0.085778516,Nascent polypeptide-associated complex subunit beta,HvInt
302,HORVU.MOREX.r2.1HG0034670,3,0,8.78E-07,2.83E-05,0.876163596,0.087641851,Pre-mRNA-processing protein 40C,HvInt
303,HORVU.MOREX.r2.1HG0034740,5,0,8.77E-07,0.000144099,2.082093498,0.208339039,Peptidoglycan-binding LysM domain-containing protein,HvInt
304,HORVU.MOREX.r2.1HG0034750,3,0,8.78E-07,1.43E-05,2.039987976,0.204011634,Dicer-like protein 3,HvInt
305,HORVU.MOREX.r2.1HG0034980,3,0,8.78E-07,2.38E-05,1.555684476,0.155589873,Thioredoxin,HvInt
306,HORVU.MOREX.r2.1HG0035320,4,0,8.77E-07,0.004340171,2.285348174,0.232440972,RING/U-box superfamily protein,MLA
307,HORVU.MOREX.r2.1HG0035540,2,3,8.74E-07,4.63E-07,0.944974353,0.094497852,Myosin-related family protein,HvInt
308,HORVU.MOREX.r2.1HG0035590,36,1229.146107,8.78E-07,0.003172475,21.24178623,2.12703385,DNA-directed RNA polymerase subunit beta,HvInt
309,HORVU.MOREX.r2.1HG0035670,73,7027,8.77E-07,0.327976592,45.17668326,4.812847259,Nucleolar complex protein 2,HvInt
310,HORVU.MOREX.r2.1HG0035690,9,0,8.77E-07,0.006596471,2.327979396,0.238734763,ALG-2 interacting protein X,MLA
311,HORVU.MOREX.r2.1HG0035740,14,0,8.77E-07,3.45E-05,5.083284409,0.508359462,E3 ubiquitin-protein ligase Hakai,HvInt
312,HORVU.MOREX.r2.1HG0035800,2,0,8.75E-07,3.99E-07,1.00308878,0.100309237,Plant/F9H3-4 protein,HvInt
313,HORVU.MOREX.r2.1HG0035810,5,0,8.77E-07,0.00471014,4.232406281,0.427479754,WAT1-related protein,HvInt
314,HORVU.MOREX.r2.1HG0035900,7,7027,8.78E-07,0.000336344,2.24852126,0.225154836,Alpha-galactosidase,HvInt
315,HORVU.MOREX.r2.1HG0035930,15,175239.0107,8.78E-07,3.26E-05,3.324421998,0.332471532,Aquaporin,HvInt
316,HORVU.MOREX.r2.1HG0036000,6,7028,8.76E-07,0.002920506,3.370833948,0.33971185,"Chloroplast inner envelope protein, putative, expressed",HvInt
317,HORVU.MOREX.r2.1HG0036120,5,0,8.78E-07,5.44E-06,1.274975601,0.127502452,Myosin,HvInt
318,HORVU.MOREX.r2.1HG0036160,115,213.7861288,8.78E-07,0.000875236,17.0655039,1.707338102,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein,HvInt
319,HORVU.MOREX.r2.1HG0036380,7,0,8.76E-07,0.000410394,5.483499206,0.548719276,DNA ligase,HvInt
320,HORVU.MOREX.r2.1HG0036490,1,0,8.75E-07,5.68E-06,0.87372543,0.087377658,"RNA binding protein, putative",HvInt
321,HORVU.MOREX.r2.1HG0036560,12,14073,8.77E-07,0.001888347,3.764930292,0.378192542,1-acyl-sn-glycerol-3-phosphate acyltransferase,HvInt
322,HORVU.MOREX.r2.1HG0036700,19,7027,8.77E-07,0.008708387,7.282468078,0.736084356,Protochlorophyllide reductase,MLA
323,HORVU.MOREX.r2.1HG0036730,1,0,8.77E-07,9.78E-06,0.858418277,0.085850633,LanC-like protein 2,HvInt
324,HORVU.MOREX.r2.1HG0036740,1,0,1.94E-08,0,0.838683083,0.083868308,Epoxide hydrolase 2,HvInt
325,HORVU.MOREX.r2.1HG0036770,30,1673,8.77E-07,0.00203195,5.822260196,0.584054775,Pre-mRNA splicing factor-related,HvInt
326,HORVU.MOREX.r2.1HG0036810,18,2,8.77E-07,0.005779023,10.55248766,1.060449887,Mediator of RNA polymerase II transcription subunit 16,HvInt
327,HORVU.MOREX.r2.1HG0036900,2,0,8.78E-07,5.99E-05,0.856821611,0.085736028,RP/EB family microtubule-associated protein,HvInt
328,HORVU.MOREX.r2.1HG0036910,1,0,8.76E-07,2.85E-06,0.886945927,0.088697162,CBS domain-containing protein CBSX5,HvInt
329,HORVU.MOREX.r2.1HG0037100,2,0,8.78E-07,1.79E-05,0.907676903,0.09078378,30S ribosomal protein S18,HvInt
330,HORVU.MOREX.r2.1HG0037140,3,0,8.75E-07,0.000124033,1.090319402,0.10914357,Pentatricopeptide repeat-containing protein,HvInt
331,HORVU.MOREX.r2.1HG0037190,18,14040,8.78E-07,0.00016911,2.604801586,0.260632357,"Calcium uniporter protein, mitochondrial",HvInt
332,HORVU.MOREX.r2.1HG0037230,1,0,1.94E-08,0,0.936665617,0.093666562,Ribosomal RNA small subunit methyltransferase H,HvInt
333,HORVU.MOREX.r2.1HG0037240,3,0,8.77E-07,4.13E-05,1.080510358,0.108088183,Ras family protein,HvInt
334,HORVU.MOREX.r2.1HG0037400,1,0,8.68E-07,4.83E-07,0.927201163,0.092720551,"Thylakoid lumenal 17.4 kDa protein, chloroplastic",HvInt
335,HORVU.MOREX.r2.1HG0037430,5,14053,8.74E-07,2.16E-06,3.983980979,0.398400045,Glutamyl-tRNA reductase,HvInt
336,HORVU.MOREX.r2.1HG0037450,133,13753.67239,8.78E-07,0.001001009,20.80195414,2.081096322,Membrane steroid-binding protein,HvInt
337,HORVU.MOREX.r2.1HG0037470,133,19945.89909,8.78E-07,0.000587664,15.78690252,1.579219149,Membrane steroid-binding protein,HvInt
338,HORVU.MOREX.r2.1HG0037480,13,154,8.78E-07,7.68E-05,9.416325659,0.941701701,F-box/LRR protein,HvInt
339,HORVU.MOREX.r2.1HG0037500,3,0,8.76E-07,0.003762908,1.040908945,0.107477512,Folylpolyglutamate synthase,HvInt
340,HORVU.MOREX.r2.1HG0037530,1,0,8.76E-07,9.28E-07,0.869983354,0.08699917,Malic enzyme,HvInt
341,HORVU.MOREX.r2.1HG0037750,3,0,8.77E-07,3.49E-05,1.104019794,0.110433351,ATP-dependent RNA helicase,HvInt
342,HORVU.MOREX.r2.1HG0038020,5,0,8.77E-07,0.00033717,2.116555721,0.211959025,Cytochrome b561,HvInt
343,HORVU.MOREX.r2.1HG0038310,4,0,8.77E-07,0.005696794,1.163900677,0.121517182,Valine--tRNA ligase,MLA
344,HORVU.MOREX.r2.1HG0038390,5,0,8.76E-07,0.000132081,1.590851982,0.159204071,Monocopper oxidase-like protein SKU5,HvInt
345,HORVU.MOREX.r2.1HG0038420,18,0,8.78E-07,7.18E-05,6.463464757,0.646411065,YABBY protein,HvInt
346,HORVU.MOREX.r2.1HG0038510,20,0,8.77E-07,0.004971791,6.440286882,0.6485033,U1 small nuclear ribonucleoprotein 70 kDa,MLA
347,HORVU.MOREX.r2.1HG0038610,1,0,8.76E-07,0.000201261,0.893202314,0.089501366,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",HvInt
348,HORVU.MOREX.r2.1HG0038640,2,0,8.76E-07,7.94E-06,0.959074635,0.095914614,Cytochrome P450 family protein,HvInt
349,HORVU.MOREX.r2.1HG0038710,42,50888,8.78E-07,0.000605449,8.514683268,0.852013231,Kinesin-like protein,MLA
350,HORVU.MOREX.r2.1HG0038750,3,0,8.77E-07,0.006276382,1.058686217,0.111517366,Cytochrome P450 family protein,MLA
351,HORVU.MOREX.r2.1HG0038910,3,0,8.75E-07,0.000198406,1.040701402,0.104248705,protein kinase family protein,HvInt
352,HORVU.MOREX.r2.1HG0038950,6,0,8.78E-07,0.000323765,5.211671848,0.521458573,Auxin-responsive family protein,HvInt
353,HORVU.MOREX.r2.1HG0039150,1,0,8.77E-07,0.000913819,0.859312391,0.086753676,"Plant invertase/pectin methylesterase inhibitor superfamily protein, putative",HvInt
354,HORVU.MOREX.r2.1HG0039180,3,0,8.75E-07,0.000382263,2.768035885,0.277147625,Methionine aminopeptidase,HvInt
355,HORVU.MOREX.r2.1HG0039190,38,127484.4457,8.78E-07,2.49E-05,3.015058886,0.301528254,Cyclin family protein,MLA
356,HORVU.MOREX.r2.1HG0039530,10,0,8.77E-07,0.003117751,5.150631901,0.517869166,Cytochrome b5,HvInt
357,HORVU.MOREX.r2.1HG0039580,1,0,1.94E-08,0,0.857782861,0.085778286,Protein kinase family protein,HvInt
358,HORVU.MOREX.r2.1HG0039590,1,0,8.75E-07,1.43E-05,0.915848823,0.091597724,DNA ligase-like protein,HvInt
359,HORVU.MOREX.r2.1HG0039600,4,0,8.77E-07,7.27E-05,1.164729555,0.116538376,Pectinesterase,HvInt
360,HORVU.MOREX.r2.1HG0039750,1,0,8.77E-07,0.000227942,0.841645735,0.084369722,FAS-associated factor 2-B,HvInt
361,HORVU.MOREX.r2.1HG0039770,7,0,8.77E-07,0.00045677,1.744141958,0.174825289,"Methyltransferase-like protein 17, mitochondrial",HvInt
362,HORVU.MOREX.r2.1HG0039790,5,0,8.77E-07,0.004899183,2.644556434,0.268864908,Trehalase,HvInt
363,HORVU.MOREX.r2.1HG0039950,6,7027,8.77E-07,2.75E-05,2.14641661,0.214666379,Kinase family protein,HvInt
364,HORVU.MOREX.r2.1HG0039970,47,999.8406919,8.78E-07,0.00519493,9.550786699,0.959754107,Rhomboid-like protein,HvInt
365,HORVU.MOREX.r2.1HG0039980,22,0.005434783,8.78E-07,0.008871224,11.32636544,1.140620645,COP9 signalosome complex subunit 1,MLA
366,HORVU.MOREX.r2.1HG0040100,20,0,8.78E-07,0.00033072,14.41419441,1.441717089,F-box protein PP2-A13,HvInt
367,HORVU.MOREX.r2.1HG0040380,18,35125,8.78E-07,0.006416694,7.181729969,0.723948022,Nucleosome assembly protein 1-1,HvInt
368,HORVU.MOREX.r2.1HG0040480,11,112068,8.78E-07,0.000143879,3.773985784,0.377528069,"Glutathione s-transferase, putative",HvInt
369,HORVU.MOREX.r2.1HG0040670,23,709.2682206,8.78E-07,0.000279478,4.603821161,0.460633647,Transcription factor,HvInt
370,HORVU.MOREX.r2.1HG0040810,6,7027,8.76E-07,9.83E-05,2.805461388,0.280634565,C-terminal binding protein,HvInt
371,HORVU.MOREX.r2.1HG0040860,234,236604.2415,8.78E-07,0.011045781,98.28159561,9.838100763,Mitogen-activated protein kinase,MLA
372,HORVU.MOREX.r2.1HG0040870,40,152021.414,8.78E-07,0.000424418,21.04778256,2.105160232,PPPDE putative thiol peptidase family protein,HvInt
373,HORVU.MOREX.r2.1HG0040990,3,0,8.77E-07,0.003988064,0.960449577,0.099634215,Xanthine dehydrogenase,MLA
374,HORVU.MOREX.r2.1HG0041000,5,0.884795322,8.78E-07,2.55E-06,4.004648603,0.400467151,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",HvInt
375,HORVU.MOREX.r2.1HG0041020,36,9909.880213,8.78E-07,0.000249328,11.82009735,1.18223413,Homeobox protein BEL1-like protein,HvInt
376,HORVU.MOREX.r2.1HG0041130,13,0,8.78E-07,7.46E-05,2.816773879,0.281744566,NAC domain-containing protein,HvInt
377,HORVU.MOREX.r2.1HG0041140,1,0,8.77E-07,9.53E-08,0.825958336,0.082595919,Kinase family protein,HvInt
378,HORVU.MOREX.r2.1HG0041160,12,0,8.78E-07,0.000672301,1.1356786,0.114172931,Histone H2B,HvInt
